Index,Steering,Speed
456,-0.048057,48.706574
457,0.013121,21.718906
458,0.058142,43.242142
459,-0.042234,49.579173
460,0.052189,57.886125
461,-0.00673,79.195276
462,1e-05,67.830624
463,0.139123,26.544878
464,0.073164,48.042738
465,0.074725,50.250189
466,0.014416,53.044643
467,-0.152826,45.72455
468,-0.158799,30.503483
469,0.049717,53.738412
470,-0.022767,49.364776
471,0.032774,41.6672
472,0.039461,26.674019
473,0.055647,43.526694
474,0.011809,29.394212
475,-0.068389,61.063121
476,-0.017764,81.444859
477,-0.025306,19.699011
478,-0.011713,80.62164
479,-0.014516,83.871399
480,-0.028834,75.212595
481,-0.050387,52.936227
482,0.050357,42.69095
483,0.158085,45.032984
484,0.130315,34.508683
485,-0.095334,58.816274
486,-0.089026,53.282132
487,0.051407,16.919899
488,0.086332,52.065129
489,0.013688,79.195253
490,-0.054301,41.983902
491,-0.21976,33.505911
492,-0.015123,20.469252
493,0.0057,76.925581
494,0.126283,50.367503
495,-0.003893,76.86032
496,-0.098788,52.138206
497,0.059745,60.215531
498,-0.009776,82.050776
499,-0.010967,26.967421
500,-0.030406,55.764976
501,0.028947,53.981702
502,-0.00958,79.205652
503,-0.024024,20.97628
504,-0.02797,13.696109
505,-0.07792,50.595157
506,0.000301,32.790876
507,-0.158851,44.932442
508,0.093947,51.743853
509,-0.040782,44.321099
510,-0.108914,37.264888
511,-0.064803,43.214841
512,-0.03411,62.154421
513,0.045604,47.559764
514,-0.011237,34.757078
515,0.105455,47.147321
516,-0.015701,59.391993
517,-0.004498,72.215658
518,-0.06637,50.536184
519,0.001991,79.77589
520,-0.086558,42.877933
521,-0.086269,49.443284
522,-0.078857,28.8498
523,0.001101,61.808467
524,-0.078981,43.570732
525,-0.119083,38.65823
526,0.008845,83.295533
527,-0.000733,64.5244
528,0.040885,67.398238
529,-0.099344,52.715086
530,-0.166062,30.931839
531,0.019312,70.766219
532,0.152248,47.014736
533,-0.109444,45.585532
534,0.125593,50.089364
535,-0.069208,39.396895
536,0.091535,43.805246
537,0.080576,50.681256
538,-0.027887,74.157213
539,-0.081388,56.103567
540,0.024292,19.461787
541,0.001119,82.280869
542,-0.064847,54.908586
543,0.117866,42.861334
544,-0.167985,35.917716
545,0.09709,26.483444
546,-0.000117,16.445809
547,0.13602,41.535293
548,-0.095792,52.997663
549,0.002881,83.869052
550,0.033814,64.39114
551,-0.014618,60.282274
552,0.021173,49.217733
553,0.012371,73.21497
554,0.091518,50.08365
555,-0.087725,46.653395
556,-0.053138,66.041525
557,0.008981,50.511946
558,0.065841,40.801954
559,-0.054087,59.761944
560,-0.00443,73.755371
561,-0.018039,19.700443
562,-0.021594,63.919335
563,0.050413,49.056802
564,-0.001814,76.239991
565,-0.037619,55.272284
566,0.096514,45.922944
567,0.019797,22.618169
568,0.023425,52.750206
569,-0.044965,25.26393
570,-0.10546,53.195008
571,-0.031077,46.731457
572,0.089456,47.836986
573,0.082506,39.481283
574,-0.025611,45.390249
575,-0.155758,33.390808
576,-0.008712,76.860208
577,-0.048397,41.668461
578,0.000279,11.885415
579,0.010533,79.195235
580,0.028455,69.436746
581,-0.119733,27.000482
582,-0.124047,34.788353
583,0.03736,48.559329
584,-0.039031,75.905013
585,0.045541,59.781227
586,-0.128681,45.642102
587,-0.092612,28.397984
588,0.011943,44.960785
589,0.042546,56.835375
590,-0.012803,69.892202
591,0.091753,53.885148
592,-0.064355,50.14068
593,-0.06042,58.980486
594,0.05471,52.072829
595,-0.065178,56.519869
596,0.026,53.275292
597,0.075937,40.237793
598,0.009441,76.860285
599,-0.068037,25.568461
600,0.010683,65.804212
601,0.038863,42.417918
602,0.016638,57.876739
603,-0.002948,65.593427
604,-0.048709,65.103473
605,0.010344,68.767008
606,-0.047304,40.646049
607,-0.228888,29.950034
608,-0.001604,78.562143
609,-0.015082,55.597535
610,0.030531,54.689237
611,-0.002947,81.830791
612,0.082846,36.177056
613,0.010514,27.967353
614,-0.088106,35.538656
615,0.043862,42.093264
616,0.025101,72.303471
617,-0.098281,51.493672
618,-0.022308,47.728875
619,-0.035135,57.789719
620,-0.053051,25.327073
621,-0.076591,49.865822
622,-0.010098,80.939878
623,-0.024197,68.31948
624,0.079392,43.390081
625,-0.004001,44.388998
626,-0.071703,46.11412
627,0.132701,35.827135
628,-0.016523,46.730616
629,0.044923,50.353441
630,-0.078883,38.114689
631,0.140114,35.075561
632,-0.013659,68.841512
633,-0.069311,35.690233
634,0.022619,20.669158
635,0.0358,58.281641
636,-0.000594,79.512852
637,-0.050865,56.101788
638,-0.037223,49.867023
639,-0.035878,43.519314
640,-0.162018,30.503522
641,-0.152596,38.101028
642,-0.011335,70.933143
643,0.041354,47.717856
644,-0.100596,42.12591
645,0.061218,49.28163
646,-0.012238,68.826366
647,0.032279,25.246931
648,0.027705,65.932354
649,0.011008,63.388707
650,-0.083742,46.098909
651,-0.064063,50.027407
652,0.036113,25.685942
653,-7.5e-05,78.80711
654,-0.035982,42.386251
655,-0.010195,76.860331
656,-0.076491,35.338854
657,-0.033643,54.669545
658,-0.003207,74.643312
659,0.002678,79.441963
660,-0.000752,15.805111
661,-0.039702,34.716945
662,0.158708,37.06437
663,-0.132682,49.942219
664,-0.097645,44.691599
665,0.151541,37.978842
666,0.049812,65.358596
667,-0.012945,19.735367
668,-0.050975,46.01138
669,-0.010572,43.582869
670,-0.122377,43.677041
671,-0.024971,49.489083
672,0.107142,60.306975
673,0.027443,78.752453
674,-0.003226,66.680135
675,-0.03962,69.642099
676,-0.014645,75.95991
677,-0.035748,67.780754
678,0.042667,50.612793
679,-0.011773,68.274261
680,-0.055875,42.989278
681,-0.031379,23.164861
682,-0.030081,59.990607
683,-0.069479,45.899792
684,-0.045667,43.526006
685,0.082152,49.382908
686,-0.030333,58.063074
687,0.189184,34.612071
688,0.133552,44.122098
689,0.060949,53.985179
690,0.04661,37.627119
691,0.013995,84.231379
692,-0.000354,79.727712
693,0.113203,51.750279
694,0.095891,51.467998
695,0.21193,32.565492
696,0.131825,50.701581
697,0.028152,75.047238
698,-0.000277,76.656315
699,0.066905,51.066067
700,-0.010205,78.816504
701,-0.000264,15.768149
702,0.016472,58.360315
703,-0.130372,53.533717
704,-0.023258,55.763941
705,-0.038434,72.786737
706,0.067885,54.87549
707,-0.038654,46.903337
708,-0.016939,66.246174
709,-0.077476,40.153157
710,0.090907,51.343162
711,0.069374,61.952813
712,-0.099122,28.809956
713,-0.049542,53.325221
714,0.168014,43.938069
715,0.05863,54.299429
716,-0.148628,31.754756
717,-0.066743,42.867529
718,0.048195,16.921799
719,-0.079074,51.921146
720,-0.120938,50.069049
721,0.120915,42.844853
722,-0.000315,64.321978
723,-0.071762,43.709871
724,-0.067781,41.667256
725,-0.131608,36.078816
726,-0.119222,26.728095
727,0.125189,37.346756
728,-0.046366,63.205511
729,0.010721,76.789749
730,0.106255,46.590233
731,-0.000489,67.839268
732,0.217247,36.77847
733,-0.02679,40.074839
734,0.010332,16.250352
735,0.013998,54.875506
736,-0.074423,48.469175
737,0.069696,59.598345
738,0.048665,44.331513
739,-0.064385,49.281518
740,0.149812,46.125962
741,-0.025197,63.32076
742,0.06069,43.750894
743,-0.118527,44.895129
744,-0.020995,40.154089
745,-0.109141,37.306812
746,0.08176,45.489481
747,-0.108013,45.759896
748,-0.015861,64.681529
749,-0.008581,21.217729
750,-0.007736,65.974847
751,-0.028231,72.554821
752,-0.048454,61.867626
753,0.008501,76.860276
754,-0.00249,76.860324
755,0.124987,58.569402
756,0.110803,48.622638
757,0.019879,49.217832
758,-0.227235,29.143422
759,0.016919,72.373586
760,-0.071559,50.878646
761,-0.012624,61.300931
762,-0.084895,49.616601
763,0.156924,28.364311
764,0.035297,66.578576
765,0.00356,73.59187
766,-0.049267,63.474824
767,0.008934,79.195247
768,-0.066991,33.734164
769,-0.013102,58.360295
770,0.092925,42.284872
771,0.02439,60.189585
772,0.060729,38.279501
773,-0.087959,48.484008
774,0.125214,43.31004
775,-0.019843,44.567958
776,0.040293,61.826477
777,0.097694,52.172961
778,-0.089554,26.264343
779,-0.002719,79.277579
780,-0.110711,42.121456
781,-0.087425,59.239148
782,0.077858,51.478613
783,0.199839,33.256506
784,-0.06846,58.201305
785,-0.093554,39.568322
786,0.042544,74.385387
787,-0.081646,61.108283
788,-0.074289,56.007889
789,0.065985,52.799064
790,0.056032,48.04608
791,-0.027144,77.076333
792,-0.012135,68.044331
793,-0.021516,60.537056
794,-0.02647,60.185375
795,0.002653,66.061578
796,0.000348,64.097218
797,0.064371,43.323331
798,-0.012895,81.444379
799,0.148867,47.873308
800,-0.000239,11.88531
801,-0.071581,42.137031
802,0.080667,47.995089
803,0.100111,49.46736
804,-0.075884,54.808363
805,0.061549,58.445372
806,0.024203,63.367362
807,-0.011511,67.43852
808,0.031998,65.433803
809,0.07796,47.407215
810,0.012373,79.023421
811,-0.053093,37.911865
812,-0.131623,36.776865
813,0.019215,55.889852
814,0.011808,72.842324
815,0.012668,73.759735
816,-0.072624,52.722569
817,-0.012929,83.258777
818,0.131466,41.330084
819,0.066507,55.96257
820,-0.003014,57.740965
821,-0.035862,63.051399
822,0.002269,62.98265
823,0.004472,79.195262
824,-0.117866,42.861334
825,-0.042506,54.961033
826,0.093756,50.368081
827,-0.213229,30.152299
828,0.04709,58.11573
829,0.166062,30.931839
830,0.03575,15.591733
831,0.001828,67.800878
832,-0.022408,20.905203
833,-0.062256,44.087417
834,-0.081571,42.365716
835,0.016789,59.091974
836,0.016388,17.635684
837,-0.145364,36.668697
838,-0.106962,42.782678
839,-0.012832,70.771796
840,-0.025926,64.064528
841,0.085383,43.863924
842,-0.0005,67.839268
843,-0.038332,48.466407
844,0.126611,38.744712
845,0.05525,55.768356
846,0.085866,26.479779
847,-0.006486,79.021404
848,0.11188,43.274927
849,0.013266,55.043641
850,0.030688,52.51766
851,0.045425,43.314309
852,0.016148,76.884008
853,-0.150754,44.034697
854,-0.011312,80.515869
855,0.027337,52.099074
856,-0.043119,53.490515
857,0.009086,76.860283
858,0.089465,40.980298
859,0.025695,50.639831
860,-0.028269,53.481983
861,0.227813,30.064847
862,0.037373,53.483767
863,0.0005,12.072812
864,-0.011589,80.863039
865,0.111883,38.423883
866,0.007113,64.26143
867,0.063284,52.855817
868,-0.087298,48.268775
869,-0.044232,20.956325
870,0.03098,12.479225
871,0.01281,48.966917
872,-0.035176,59.883231
873,-0.004119,12.224876
874,-0.04338,45.049262
875,0.200076,45.80165
876,0.088462,66.120116
877,-3e-05,78.38738
878,0.001329,15.971457
879,-0.011569,73.673355
880,-0.093082,66.351716
881,0.080199,16.919307
882,0.001052,76.641547
883,0.032474,63.373483
884,0.051848,49.142821
885,-0.066769,48.302862
886,-0.006025,60.622597
887,-0.029955,49.756917
888,0.172509,44.959854
889,0.259395,31.665278
890,-0.002272,73.339072
891,0.050062,61.840645
892,0.019963,60.786463
893,-0.037687,42.093295
894,0.002109,77.048092
895,-0.028284,68.974237
896,-0.154115,36.240316
897,0.088723,45.7236
898,0.083842,50.879031
899,-0.026807,84.22065
900,-0.102826,55.074033
901,0.046041,59.945274
902,-0.081483,41.27066
903,-0.061599,41.492879
904,-0.128634,44.24442
905,0.000103,63.7651
906,-0.12064,36.332972
907,0.075927,38.109684
908,0.153342,33.758608
909,0.025244,59.936718
910,-0.069395,49.100678
911,0.102591,44.260386
912,0.060863,46.730489
913,-0.158773,38.354771
914,-0.043406,53.251889
915,0.041311,41.792896
916,-0.04109,67.061747
917,-0.056971,47.730879
918,0.029497,60.78819
919,0.014732,62.834193
920,-0.076479,43.745235
921,-0.022609,40.153982
922,0.012373,57.790719
923,-0.016102,64.421129
924,-0.166664,47.776384
925,-0.07318,39.156242
926,-0.020155,71.188324
927,-0.066411,58.055703
928,0.039078,50.436499
929,-0.019831,1.910348
930,-0.072817,59.743931
931,0.110559,44.601092
932,-0.068246,53.526265
933,-0.024321,19.697846
934,0.047516,52.205285
935,-0.047485,56.511847
936,-0.020969,71.544087
937,-0.030456,42.418895
938,0.07921,43.866141
939,0.011715,81.735157
940,-0.040537,56.731823
941,0.064448,40.752573
942,-0.112949,37.485254
943,-0.063971,41.666551
944,0.049584,49.898428
945,-0.00913,76.860222
946,-0.192901,45.968032
947,0.073411,57.034112
948,-0.050788,44.32461
949,-0.015936,62.424205
950,0.121872,46.792077
951,-0.023761,79.654645
952,0.105286,46.35599
953,-0.060422,56.878442
954,-0.037946,51.484832
955,-0.002766,63.449488
956,-0.055971,56.701113
957,-0.031028,73.673599
958,0.005138,76.303543
959,0.025136,64.263894
960,-0.083189,40.473407
961,0.009262,70.559743
962,0.060249,55.097313
963,-0.044133,47.824011
964,-0.019647,66.957954
965,0.048908,65.599219
966,-0.049812,65.358596
967,-0.010844,79.195259
968,0.013671,52.750485
969,0.019515,72.211326
970,0.069154,45.911048
971,-0.054968,49.281664
972,-0.048112,56.584013
973,0.130279,44.218586
974,-0.018597,71.520463
975,-0.000435,67.83926
976,-0.099912,43.479416
977,-0.093356,40.767932
978,0.029524,39.216485
979,0.186314,34.96283
980,0.011585,79.195253
981,-0.073416,54.057759
982,0.013647,30.134407
983,0.087757,26.027715
984,-0.005597,79.277001
985,0.105508,35.177566
986,0.041396,47.824035
987,-0.011106,74.543245
988,0.121669,26.730199
989,-0.035657,45.338137
990,0.141951,16.363613
991,-0.005629,67.777697
992,-0.017541,60.929471
993,0.006965,76.86027
994,-0.093306,26.270293
995,0.061945,53.761883
996,-0.000266,15.767801
997,0.085887,32.792824
998,0.017108,66.413056
999,0.021323,51.746866
1000,-0.124226,42.363854
1001,0.024645,15.840776
1002,0.024366,15.851
1003,-0.030551,46.306921
1004,0.043593,63.232312
1005,-0.013903,66.951786
1006,-0.083794,27.070288
1007,-0.035551,61.996632
1008,0.028126,42.864986
1009,0.058222,43.600212
1010,-0.016989,22.618226
1011,-0.091619,26.856842
1012,0.0007,69.63438
1013,-0.018597,17.867369
1014,0.030639,12.479362
1015,-0.008987,14.974711
1016,-0.032326,12.479961
1017,0.007916,76.860292
1018,-0.017711,18.591102
1019,-0.025309,78.435649
1020,0.028769,40.073442
1021,-0.141105,34.500202
1022,-0.011183,76.721782
1023,0.049904,48.270333
1024,-0.023634,53.980099
1025,0.213655,31.411685
1026,-0.005126,76.467798
1027,-0.030856,53.765772
1028,-0.059426,59.728571
1029,-0.00034,78.80697
1030,0.06585,49.758365
1031,0.064377,52.709489
1032,0.111471,43.345198
1033,0.098082,40.857823
1034,0.01944,49.491707
1035,-0.143492,46.12038
1036,-0.084036,42.13192
1037,0.125827,32.906156
1038,0.054627,53.181251
1039,0.06846,58.201305
1040,0.012401,62.886489
1041,0.065809,53.854798
1042,0.139664,33.641097
1043,0.053477,40.233971
1044,0.176078,39.714445
1045,0.014659,17.646992
1046,0.024003,64.537605
1047,-0.000544,79.512854
1048,-0.080681,45.704433
1049,-0.062451,54.484141
1050,0.000816,82.092279
1051,-0.0055,68.824613
1052,-0.10112,42.415046
1053,-0.054614,49.17677
1054,-0.105217,37.511015
1055,-0.135266,40.595158
1056,-1.3e-05,78.387239
1057,-0.02625,50.389493
1058,-0.022548,47.559333
1059,0.066243,57.775023
1060,-0.034317,46.305024
1061,0.130718,34.675944
1062,-0.003578,69.430191
1063,0.000527,77.706903
1064,0.017408,21.71859
1065,-0.00527,77.407578
1066,-0.015221,64.879508
1067,0.095618,54.697579
1068,0.021952,21.385633
1069,0.028906,12.48008
1070,-0.164163,35.081999
1071,-0.092673,54.550767
1072,-0.019728,77.352734
1073,0.107084,37.541107
1074,-0.098535,44.320467
1075,-0.008823,76.860279
1076,0.004841,74.266417
1077,-0.01181,73.939599
1078,0.100588,44.043917
1079,-0.133948,37.237743
1080,0.026533,57.880944
1081,0.079474,28.716881
1082,-0.05485,59.569672
1083,0.01898,62.2529
1084,-0.083191,46.307166
1085,-0.032837,41.880209
1086,0.019144,17.636383
1087,0.001137,74.19559
1088,0.001823,80.895132
1089,-0.024627,55.186241
1090,-0.002351,77.407628
1091,0.011781,79.785824
1092,0.199828,39.683028
1093,-0.214058,45.436976
1094,-0.03083,54.305654
1095,-0.06691,56.966849
1096,-0.037045,44.087318
1097,0.023804,65.855758
1098,0.131667,48.383724
1099,0.056067,35.670911
1100,0.000616,69.48354
1101,-0.003788,83.559472
1102,-0.03572,64.728522
1103,0.018876,76.696628
1104,0.114374,31.304283
1105,0.099166,49.421872
1106,-0.205848,31.419496
